ocid,compiledRelease/id,compiledRelease/tag,compiledRelease/date,compiledRelease/ocid,compiledRelease/publishedDate,compiledRelease/initiationType,compiledRelease/buyer/id,compiledRelease/buyer/name,compiledRelease/planning/budget/description,compiledRelease/planning/budget/project,compiledRelease/planning/budget/projectID,compiledRelease/tender/id,compiledRelease/tender/title,compiledRelease/tender/description,compiledRelease/tender/procuringEntity/id,compiledRelease/tender/procuringEntity/name,compiledRelease/tender/datePublished,compiledRelease/tender/procurementMethodDetails,compiledRelease/tender/mainProcurementCategory,compiledRelease/tender/additionalProcurementCategories,compiledRelease/tender/value/amount,compiledRelease/tender/value/currency,compiledRelease/tender/value/currencyName,compiledRelease/tender/value/amount_PEN,compiledRelease/tender/tenderPeriod/startDate,compiledRelease/tender/tenderPeriod/endDate,compiledRelease/tender/enquiryPeriod/startDate,compiledRelease/tender/enquiryPeriod/endDate,compiledRelease/tender/enquiryPeriod/durationInDays,compiledRelease/tender/numberOfTenderers,compiledRelease/tender/hasTenderInformationProtectedByLaw,compiledRelease/dataSegmentation/id,compiledRelease/dataSegmentation/criteria,compiledRelease/tender/procurementMethod,compiledRelease/planning/budget/amount/amount,compiledRelease/planning/budget/amount/currency,compiledRelease/planning/budget/amount/currencyName
ocds-dgv273-seacev3-2026-813-24,ocds-dgv273-seacev3-2026-813-24-2026-09-10T10:19:16.104802-05:00,compiled,2026-09-10T10:19:16.104789-05:00,ocds-dgv273-seacev3-2026-813-24,2026-09-10T10:19:16.104807-05:00,tender,PE-CONSUCODE-813,MUNICIPALIDAD PROVINCIAL DE LA CONVENCION - SANTA ANA,Fondos Públicos,"MEJORAMIENTO DEL ESTADIO MUNICIPAL DE LA CONVENCION DISTRITO DE SANTA ANA, PROVINCIA DE LA CONVENCION - CUSCO",2110894,1224343,SIE-SIE-16-2026-DEC-OC-MPLC/LC-1,"CONTRATACION PARA EL SUMINISTRO DE AGREGADOS PARA EL PROYECTO (0046) MEJORAMIENTO DEL ESTADIO MUNICIPAL DE LA CONVENCION DISTRITO DE SANTA ANA, PROVINCIA DE LA CONVENCION - CUSCO",PE-CONSUCODE-813,MUNICIPALIDAD PROVINCIAL DE LA CONVENCION - SANTA ANA,2026-06-15T16:50:00-05:00,Subasta Inversa Electrónica,goods,goods,236197.5,PEN,Soles,236197.5,2026-06-15T00:00:00-05:00,2026-06-15T00:00:00-05:00,,,,12,False,2026-06,añoInicioConvocatoria;mesInicioConvocatoria,open,750197.5,PEN,Soles
ocds-dgv273-seacev3-1231755,ocds-dgv273-seacev3-1231755-2026-09-10T10:19:16.067213-05:00,compiled,2026-09-10T10:19:16.067201-05:00,ocds-dgv273-seacev3-1231755,2026-09-10T10:19:16.067219-05:00,tender,PE-CONSUCODE-1850,MUNICIPALIDAD PROVINCIAL DE JORGE BASADRE - LOCUMBA,Fondos Públicos,"MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE RURAL EN ANEXOS DE TRAPICHE, CHIPE PEDREGAL, SAGOLLO, CHAUCALANA, DEL   DISTRITO DE LOCUMBA DE LA PROVINCIA DE JORGE BASADRE DEL DEPARTAMENTO DE TACNA",2597425,1231755,CP-ABR-11-2026-CS/MPJB-1,"CONTRATACIÓN DE CONSULTORÍA DE OBRA PARA LA SUPERVISIÓN DE OBRA ""MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE RURAL EN ANEXOS DE TRAPICHE, CHIPE PEDREGAL, SAGOLLO, CHAUCALANA, DEL DISTRITO DE LOCUMBA DE LA PROVINCIA DE JORGE BASADRE DEL DEPARTAMENTO DE TACNA"", CON CUI N°2597425",PE-CONSUCODE-1850,MUNICIPALIDAD PROVINCIAL DE JORGE BASADRE - LOCUMBA,2026-06-22T18:39:00-05:00,Concurso Público Abreviado,services,services,339027.0,PEN,Soles,339027.0,2026-06-22T00:00:00-05:00,2026-06-22T00:00:00-05:00,2026-06-23T00:01:00-05:00,2026-06-25T23:59:00-05:00,2,12,False,2026-06,añoInicioConvocatoria;mesInicioConvocatoria,,,,
ocds-dgv273-seacev3-1225842,ocds-dgv273-seacev3-1225842-2026-09-10T10:19:16.015253-05:00,compiled,2026-09-10T10:19:16.015241-05:00,ocds-dgv273-seacev3-1225842,2026-09-10T10:19:16.015259-05:00,tender,PE-CONSUCODE-2385,SERVICIO DE AGUA POTABLE Y ALCANTARILLADO DE CAJAMARCA S.A.,Fondos Públicos,,,1225842,LP-ABR-5-2026-EPS SEDACAJ S.A.-1,"ADQUISICIÓN DE VÁLVULAS DE AIRE PARA LAS REDES DE DISTRIBUCIÓN EN LA EPS SEDACAJ S.A. EN EL DISTRITO, PROVINCIA Y DEPARTAMENTO DE CAJAMARCA",PE-CONSUCODE-2385,SERVICIO DE AGUA POTABLE Y ALCANTARILLADO DE CAJAMARCA S.A.,2026-06-16T16:13:00-05:00,Licitación Pública Abreviada,goods,goods,150113.33,PEN,Soles,150113.33,2026-06-16T00:00:00-05:00,2026-06-16T00:00:00-05:00,2026-06-17T00:01:00-05:00,2026-06-19T23:59:00-05:00,2,9,False,2026-06,añoInicioConvocatoria;mesInicioConvocatoria,,150113.33,PEN,Soles
ocds-dgv273-seacev3-2026-200051-3,ocds-dgv273-seacev3-2026-200051-3-2026-09-10T10:19:16.008490-05:00,compiled,2026-09-10T10:19:16.008477-05:00,ocds-dgv273-seacev3-2026-200051-3,2026-09-10T10:19:16.008495-05:00,tender,PE-CONSUCODE-200051,GOBIERNO REGIONAL DE CAJAMARCA-HOSPITAL GENERAL DE JAEN,Fondos Públicos,,,1227852,LP Homologación-ABR-1-2026-HGJ-1,"ADQUISICION ANUAL DE EQUIPO DE PROTECCIÓN PERSONAL (EPP) HOMOLOGADOS, PARA EL SERVICIO DE FARMACIA DEL HOSPITAL GENERAL DE JAÉN",PE-CONSUCODE-200051,GOBIERNO REGIONAL DE CAJAMARCA-HOSPITAL GENERAL DE JAEN,2026-06-23T15:41:00-05:00,Licitación Pública Abreviada Homologación,goods,goods,0.0,PEN,Soles,0.0,2026-06-23T00:00:00-05:00,2026-06-23T00:00:00-05:00,2026-06-24T00:01:00-05:00,2026-06-26T23:59:00-05:00,2,20,True,2026-06,añoInicioConvocatoria;mesInicioConvocatoria,,,,
ocds-dgv273-seacev3-1224786,ocds-dgv273-seacev3-1224786-2026-09-10T10:19:15.968151-05:00,compiled,2026-09-10T10:19:15.968138-05:00,ocds-dgv273-seacev3-1224786,2026-09-10T10:19:15.968157-05:00,tender,PE-CONSUCODE-749,MUNICIPALIDAD PROVINCIAL DEL CUSCO,Fondos Públicos,MEJORAMIENTO DEL SERVICIO DE TRANSITABILIDAD VEHICULAR Y PEATONAL EN LA AVENIDA HUANACAURI DE LA COMUNIDAD CAMPESINA DE PILLAO MATAO DEL DISTRITO DE SAN JERONIMO - PROVINCIA DE CUSCO - DEPARTAMENTO DE CUSCO,2471517,1224786,SIE-SIE-35-2026-OC-MPC-1,ADQUISICION DE CONCRETO PREMEZCLADO 280KG/CM2 CON CEMENTO TIPO IP y AGREGADO H67 PARA EL PROYECTO (0181): MEJORAMIENTO DEL SERVICO DE TRANSITABILIDAD VEHICULAR Y PEATONAL EN LA AVENIDA HUANACAURE DE LA COMUNIDAD CAMPESINA DE PILLAO MATAO DEL DISTRITO DE SAN JERONIMO - PROVINCIA Y DEPARTAMENTO DEL CU,PE-CONSUCODE-749,MUNICIPALIDAD PROVINCIAL DEL CUSCO,2026-06-09T22:10:00-05:00,Subasta Inversa Electrónica,goods,goods,1130500.0,PEN,Soles,1130500.0,2026-06-09T00:00:00-05:00,2026-06-09T00:00:00-05:00,,,,11,False,2026-06,añoInicioConvocatoria;mesInicioConvocatoria,open,1130500.0,PEN,Soles
ocds-dgv273-seacev3-1222985,ocds-dgv273-seacev3-1222985-2026-09-10T10:19:15.890835-05:00,compiled,2026-09-10T10:19:15.890823-05:00,ocds-dgv273-seacev3-1222985,2026-09-10T10:19:15.890841-05:00,tender,PE-CONSUCODE-200363,CENTRO NACIONAL DE ABASTECIMIENTO DE RECURSOS ESTRATEGICOS EN SALUD,Fondos Públicos,,,1222985,SIE-SIE-18-2026-CENARES/MINSA-1,ADQUISICIÓN DE PRODUCTO FARMACÉUTICO ¿ COMPRA CORPORATIVA PARA EL ABASTECIMIENTO POR UN PERIODO DE DOCE (12) MESES ¿ INSULINA ISOFANA HUMANA (NPH) ADN RECOMBINANTE 100 UI/mL 10 mL INYECTABLE,PE-CONSUCODE-200363,CENTRO NACIONAL DE ABASTECIMIENTO DE RECURSOS ESTRATEGICOS EN SALUD,2026-06-05T21:19:00-05:00,Subasta Inversa Electrónica,goods,goods,3246750.0,PEN,Soles,3246750.0,2026-06-05T00:00:00-05:00,2026-06-05T00:00:00-05:00,,,,2,False,2026-06,añoInicioConvocatoria;mesInicioConvocatoria,open,,,
ocds-dgv273-seacev3-1223048,ocds-dgv273-seacev3-1223048-2026-09-10T10:19:15.822415-05:00,compiled,2026-09-10T10:19:15.822403-05:00,ocds-dgv273-seacev3-1223048,2026-09-10T10:19:15.822421-05:00,tender,PE-CONSUCODE-200363,CENTRO NACIONAL DE ABASTECIMIENTO DE RECURSOS ESTRATEGICOS EN SALUD,Fondos Públicos,,,1223048,SIE-SIE-17-2026-CENARES/MINSA-1,ADQUISICION DE PRODUCTO FARMACEUTICOS ¿ COMPRA CENTRALIZADA PARA EL ABASTECIMIENTO POR UN PERIODO DE DOCE (12) MESES ¿ CINCO (05) ITEMS,PE-CONSUCODE-200363,CENTRO NACIONAL DE ABASTECIMIENTO DE RECURSOS ESTRATEGICOS EN SALUD,2026-06-05T21:52:00-05:00,Subasta Inversa Electrónica,goods,goods,1129237.44,PEN,Soles,1129237.44,2026-06-05T00:00:00-05:00,2026-06-05T00:00:00-05:00,,,,10,False,2026-06,añoInicioConvocatoria;mesInicioConvocatoria,open,,,
ocds-dgv273-seacev3-1236308,ocds-dgv273-seacev3-1236308-2026-09-09T10:24:31.502746-05:00,compiled,2026-09-09T10:24:31.502733-05:00,ocds-dgv273-seacev3-1236308,2026-09-09T10:24:31.502751-05:00,tender,PE-CONSUCODE-1053,MUNICIPALIDAD DISTRITAL DE MARCONA,Fondos Públicos,"RENOVACION DE AULA DE EDUCACION INICIAL; CONSTRUCCION DE COBERTURA Y CAMPO DEPORTIVO; ADQUISICION DE EQUIPAMIENTO DE AULA; EN EL(LA) I.E. 611 SANTA MARIA GORETTI EN EL CENTRO POBLADO SAN JUAN, DISTRITO DE MARCONA, PROVINCIA NASCA, DEPARTAMENTO ICA",2708986,1236308,CP-ABR-19-2026-COMITE-MDM-1,"CONTRATACIÓN DE CONSULTORÍA DE OBRA PARA LA SUPERVISION DE LA OBRA: ¿RENOVACION DE AULA DE EDUCACION INICIAL; CONSTRUCCION DE COBERTURA Y CAMPO DEPORTIVO; ADQUISICION DE EQUIPAMIENTO DE AULA; EN EL (LA) I.E. 611 SANTA MARIA GORETTI EN EL CENTRO POBLADO SAN JUAN, DISTRITO DE MARCONA, PROVINCIA NASCA,",PE-CONSUCODE-1053,MUNICIPALIDAD DISTRITAL DE MARCONA,2026-06-19T16:22:00-05:00,Concurso Público Abreviado,services,services,146928.57,PEN,Soles,146928.57,2026-06-19T00:00:00-05:00,2026-06-19T00:00:00-05:00,2026-06-20T00:01:00-05:00,2026-06-24T23:59:00-05:00,4,13,False,2026-06,añoInicioConvocatoria;mesInicioConvocatoria,,146928.57,PEN,Soles
ocds-dgv273-seacev3-1224945,ocds-dgv273-seacev3-1224945-2026-09-09T10:24:28.513400-05:00,compiled,2026-09-09T10:24:28.513386-05:00,ocds-dgv273-seacev3-1224945,2026-09-09T10:24:28.513406-05:00,tender,PE-CONSUCODE-1901,UNIVERSIDAD NACIONAL DE EDUCACION ENRIQUE GUZMAN Y VALLE,Fondos Públicos,,,1224945,LP-SM-2-2026-UNE-1,ADQUISICIÓN DE UNIFORME INSTITUCIONAL PARA EL PERSONAL DOCENTE Y ADMINISTRATIVO DE LA UNE,PE-CONSUCODE-1901,UNIVERSIDAD NACIONAL DE EDUCACION ENRIQUE GUZMAN Y VALLE,2026-06-16T12:06:00-05:00,Licitación Pública,goods,goods,729628.0,PEN,Soles,729628.0,2026-06-16T00:00:00-05:00,2026-06-16T00:00:00-05:00,2026-06-17T00:01:00-05:00,2026-06-26T23:59:00-05:00,9,24,False,2026-06,añoInicioConvocatoria;mesInicioConvocatoria,open,,,
ocds-dgv273-seacev3-2026-200038-29,ocds-dgv273-seacev3-2026-200038-29-2026-09-09T10:24:28.393222-05:00,compiled,2026-09-09T10:24:28.393209-05:00,ocds-dgv273-seacev3-2026-200038-29,2026-09-09T10:24:28.393227-05:00,tender,PE-CONSUCODE-200038,DIRECCIÓN DE SANIDAD DE LA PNP,Fondos Públicos,,,1229212,LP-SM-14-2026-DIRSAPOL-UE 020-1,"ADQUISICIÓN DE INSUMOS Y/O REACTIVOS DE LABORATORIO PARA PRUEBAS DE BIOQUÍMICA CON EQUIPO AUTOMATIZADO EN CESIÓN DE USO PARA LAS IPRESS PNP NIVEL II (HOSPITAL PNP. AUGUSTO B. LEGUIA, HOSPITAL PNP. GERIATRICO SAN JOSE, HOSPITAL REGIONAL PNP. CHICLAYO Y HOSPITAL REGIONAL PNP. AREQUIPA) - UNIDADES DE MEDIANA PRODUCCIÓN (item paq)",PE-CONSUCODE-200038,DIRECCIÓN DE SANIDAD DE LA PNP,2026-06-26T17:19:00-05:00,Licitación Pública,goods,goods,1813494.0,PEN,Soles,1813494.0,2026-06-26T00:00:00-05:00,2026-06-26T00:00:00-05:00,2026-06-27T00:01:00-05:00,2026-07-08T23:59:00-05:00,11,11,False,2026-06,añoInicioConvocatoria;mesInicioConvocatoria,open,,,
ocds-dgv273-seacev3-1227136,ocds-dgv273-seacev3-1227136-2026-09-09T10:24:28.318274-05:00,compiled,2026-09-09T10:24:28.318261-05:00,ocds-dgv273-seacev3-1227136,2026-09-09T10:24:28.318279-05:00,tender,PE-CONSUCODE-1908,UNIVERSIDAD NACIONAL SAN AGUSTIN,Fondos Públicos,"MEJORAMIENTO Y AMPLIACIÓN DE LOS SERVICIOS DE CTI PARA FORTALECER EL SISTEMA NACIONAL DE CIENCIA, TECNOLOGÍA E INNOVACIÓN",2522559,1227136,CONV-PROC-18-2026-UNSA-1,"LOTE 01: ADQUISICIÓN DE DOS PANTALLA TV ,  LOTE 02: ADQUISICIÓN DE UN PROYECTOR 4K , LOTE 03: ADQUISICIÓN DE UNA CÁMARA DE ACCIÓN 360° 8K - Proyecto ""FORTALECIMIENTO DE LABORATORIOS XR BIM [FAB] LAB- PE501085342-2024- PROCIENCIA -BM""",PE-CONSUCODE-1908,UNIVERSIDAD NACIONAL SAN AGUSTIN,2026-06-19T18:22:00-05:00,Convenio,goods,goods,30675.8,PEN,Soles,30675.8,2026-06-19T00:00:00-05:00,2026-06-19T00:00:00-05:00,,,,7,False,2026-06,añoInicioConvocatoria;mesInicioConvocatoria,open,30675.8,PEN,Soles
ocds-dgv273-seacev3-1224000,ocds-dgv273-seacev3-1224000-2026-09-09T10:24:28.152347-05:00,compiled,2026-09-09T10:24:28.152331-05:00,ocds-dgv273-seacev3-1224000,2026-09-09T10:24:28.152352-05:00,tender,PE-CONSUCODE-274,MUNICIPALIDAD DISTRITAL DE NEPEÑA,Fondos Públicos,CREACION DEL SERVICIOS DE ESPACIOS PÚBLICOS URBANOS EN EL PARQUE SAN PEDRO  DE CENTRO POBLADO SAN JACINTO DISTRITO DE NEPEÑA DE LA PROVINCIA DE SANTA DEL DEPARTAMENTO DE ANCASH,2668708,1224000,LP-ABR-3-2026-MDN-1,"CONTRATACIÓN DE EJECUCIÓN DE LA OBRA ""CREACION DEL SERVICIOS DE ESPACIOS PÚBLICOS URBANOS EN EL PARQUE SAN PEDRO DE CENTRO POBLADO SAN JACINTO DISTRITO DE NEPEÑA DE LA PROVINCIA DE SANTA DEL DEPARTAMENTO DE ANCASH¿",PE-CONSUCODE-274,MUNICIPALIDAD DISTRITAL DE NEPEÑA,2026-06-10T20:19:00-05:00,Licitación Pública Abreviada,works,works,802384.32,PEN,Soles,802384.32,2026-06-10T00:00:00-05:00,2026-06-10T00:00:00-05:00,2026-06-11T00:01:00-05:00,2026-06-15T23:59:00-05:00,4,6,False,2026-06,añoInicioConvocatoria;mesInicioConvocatoria,,802384.3200000001,PEN,Soles
ocds-dgv273-seacev3-1222405,ocds-dgv273-seacev3-1222405-2026-09-09T10:24:27.979040-05:00,compiled,2026-09-09T10:24:27.979013-05:00,ocds-dgv273-seacev3-1222405,2026-09-09T10:24:27.979045-05:00,tender,PE-CONSUCODE-2543,SEGURO SOCIAL DE  SALUD,Fondos Públicos,,,1222405,LP-ABR-1-2026-ESSALUDREDTACNA-1,COMPRA LOCAL DE LINEA PARA BOMBA DE INFUSION OPACA LIBRE DE DEHP PARA EL SERVICIO DE ONCOLOGIA DEL HOSPITAL III DANIEL ALCIDES CARRION DE LA RED ASISTENCIAL TACNA,PE-CONSUCODE-2543,SEGURO SOCIAL DE  SALUD,2026-06-05T14:54:00-05:00,Licitación Pública Abreviada,goods,goods,75520.0,PEN,Soles,75520.0,2026-06-05T00:00:00-05:00,2026-06-05T00:00:00-05:00,2026-06-06T00:01:00-05:00,2026-06-10T23:59:00-05:00,4,5,False,2026-06,añoInicioConvocatoria;mesInicioConvocatoria,,155520.0,PEN,Soles
ocds-dgv273-seacev3-1223199,ocds-dgv273-seacev3-1223199-2026-09-09T10:24:27.282947-05:00,compiled,2026-09-09T10:24:27.282935-05:00,ocds-dgv273-seacev3-1223199,2026-09-09T10:24:27.282953-05:00,tender,PE-CONSUCODE-37,GOBIERNO REGIONAL DE CUSCO SEDE CENTRAL,Fondos Públicos,,,1223199,LP-ABR-104-2026-GR-CUSCO-1,"CONTRATACION  CARDADORA,(META: 0330)MEJORAMIENTO DE LA PRODUCCION DE LA ARTESANIA TEXTIL EN LA ASOCIACION DE AGROPECUARIOS Y ARTESANOS APU WILLKA QUNCA DE LA COMUNIDAD QUENCONAY DEL DISTRITO DE HUANOQUITE, PROVINCIA DE PARURO, REGION CUSCO",PE-CONSUCODE-37,GOBIERNO REGIONAL DE CUSCO SEDE CENTRAL,2026-06-08T16:18:00-05:00,Licitación Pública Abreviada,goods,goods,64350.0,PEN,Soles,64350.0,2026-06-08T00:00:00-05:00,2026-06-08T00:00:00-05:00,2026-06-09T00:01:00-05:00,2026-06-11T23:59:00-05:00,2,12,False,2026-06,añoInicioConvocatoria;mesInicioConvocatoria,,,,
ocds-dgv273-seacev3-2026-200190-197,ocds-dgv273-seacev3-2026-200190-197-2026-09-09T10:24:17.426796-05:00,compiled,2026-09-09T10:24:17.426784-05:00,ocds-dgv273-seacev3-2026-200190-197,2026-09-09T10:24:17.426801-05:00,tender,PE-CONSUCODE-200190,EMPRESA DE SERVICIO PUBLICO DE ELECTRICIDAD DEL NOR OESTE DEL PERU S.A. ELECTRO NOR OESTE SA,Fondos Públicos,,,1228267,LP-SM-7-2026-ELECTRONOROESTE SA (ENOSA)-1,ADQUISICIÓN DE MEDIDORES ELECTRÓNICOS TRIFÁSICOS MULTIFUNCIÓN PARA SUBESTACIONES DE DISTRIBUCIÓN,PE-CONSUCODE-200190,EMPRESA DE SERVICIO PUBLICO DE ELECTRICIDAD DEL NOR OESTE DEL PERU S.A. ELECTRO NOR OESTE SA,2026-06-24T09:25:00-05:00,Licitación Pública,goods,goods,5179596.0,PEN,Soles,5179596.0,2026-06-24T00:00:00-05:00,2026-06-24T00:00:00-05:00,2026-06-25T00:01:00-05:00,2026-07-06T23:59:00-05:00,11,12,False,2026-06,añoInicioConvocatoria;mesInicioConvocatoria,open,,,
ocds-dgv273-seacev3-1229215,ocds-dgv273-seacev3-1229215-2026-09-09T10:24:17.375510-05:00,compiled,2026-09-09T10:24:17.375498-05:00,ocds-dgv273-seacev3-1229215,2026-09-09T10:24:17.375516-05:00,tender,PE-CONSUCODE-399,MUNICIPALIDAD DISTRITAL DE CERRO COLORADO,Fondos Públicos,,,1229215,LP-ABR-29-2026-MDCC-1,"CONTRATACIÓN DE EJECUCIÓN DE LA OBRA: MEJORAMIENTO DEL SERVICIO DE MOVILIDAD URBANA EN LAS VIAS LOCALES AVENIDA 1, CALLE 1, CALLE B Y PASAJE 1 DEL ASENTAMIENTO HUMANO PROGRAMA MUNICIPAL DE VIVIENDA VILLA CERRILLOS ALBERTO FUJIMORI, DISTRITO DE CERRO COLORADO DE LA PROVINCIA DE AREQUIPA DEL DEPARTAME",PE-CONSUCODE-399,MUNICIPALIDAD DISTRITAL DE CERRO COLORADO,2026-06-30T16:49:00-05:00,Licitación Pública Abreviada,works,works,4057154.99,PEN,Soles,4057154.99,2026-06-30T00:00:00-05:00,2026-06-30T00:00:00-05:00,2026-07-01T00:01:00-05:00,2026-07-03T23:59:00-05:00,2,31,False,2026-06,añoInicioConvocatoria;mesInicioConvocatoria,,4057154.99,PEN,Soles
ocds-dgv273-seacev3-1229848,ocds-dgv273-seacev3-1229848-2026-09-09T10:24:17.306392-05:00,compiled,2026-09-09T10:24:17.306379-05:00,ocds-dgv273-seacev3-1229848,2026-09-09T10:24:17.306397-05:00,tender,PE-CONSUCODE-634,MUNICIPALIDAD DISTRITAL DE HUASMIN,Fondos Públicos,CREACION DEL SERVICIO DE PRÁCTICA DEPORTIVA Y/O RECREATIVA EN CAMPO DE PORTIVO  DE CENTRO POBLADO LAGUNAS DISTRITO DE HUASMIN DE LA PROVINCIA DE CELENDIN DEL DEPARTAMENTO DE CAJAMARCA,2648230,1229848,LP-ABR-6-2026-MDH/CS-1,"EJECUCION DE OBRA DENOMINADA: CREACION DEL SERVICIO DE PRACTICA DEPORTIVA Y/O RECREATIVA EN CAMPO DEPORTIVO DE CENTRO POBLADO LAGUNAS DISTRITO DE HUASMIN DE LA PROVINCIA DE CELENDIN DEL DEPARTAMENTO DE CAJAMARCA, CON CUI N° 2648230.",PE-CONSUCODE-634,MUNICIPALIDAD DISTRITAL DE HUASMIN,2026-06-30T19:16:00-05:00,Licitación Pública Abreviada,works,works,1234752.19,PEN,Soles,1234752.19,2026-06-30T00:00:00-05:00,2026-06-30T00:00:00-05:00,2026-07-01T00:01:00-05:00,2026-07-03T23:59:00-05:00,2,7,False,2026-06,añoInicioConvocatoria;mesInicioConvocatoria,,1234752.19,PEN,Soles
ocds-dgv273-seacev3-1228389,ocds-dgv273-seacev3-1228389-2026-09-09T10:24:17.281845-05:00,compiled,2026-09-09T10:24:17.281832-05:00,ocds-dgv273-seacev3-1228389,2026-09-09T10:24:17.281850-05:00,tender,PE-CONSUCODE-224,MUNICIPALIDAD DISTRITAL DE SAN MARCOS,Fondos Públicos,CREACION DE LOS SERVICIOS FUNERARIOS Y DE SEPULTURA EN EL CEMENTERIO GENERAL DEL SECTOR ISHANCA DEL CENTRO POBLADO DE AYASH HUARIPAMPA   DISTRITO DE SAN MARCOS DE LA PROVINCIA DE HUARI DEL DEPARTAMENTO DE ANCASH,2711842,1228389,CP-ABR-87-2026-MDSM/CS-1,"CONTRATACIÓN DEL SERVICIO DE CONSULTORIA DE OBRA PARA LA ELABORACION DEL EXPEDIENTE TECNICO DEL PROYECTO DE INVERSION  PUBLICA: "" CREACION DE LOS SERVICIOS FUNERARIOS Y DE SEPULTURA EN EL CEMENTERIO GENERAL DEL SECTOR ISHANCA DEL CENTRO POBLADO DE AYASH HUARIPAMPA DISTRITO DE SAN MARCOS DE LA PROVIN",PE-CONSUCODE-224,MUNICIPALIDAD DISTRITAL DE SAN MARCOS,2026-06-24T14:52:00-05:00,Concurso Público Abreviado,services,services,118475.0,PEN,Soles,118475.0,2026-06-24T00:00:00-05:00,2026-06-24T00:00:00-05:00,2026-06-25T00:01:00-05:00,2026-07-01T23:59:00-05:00,6,5,False,2026-06,añoInicioConvocatoria;mesInicioConvocatoria,,,,
ocds-dgv273-seacev3-1227337,ocds-dgv273-seacev3-1227337-2026-09-09T10:24:17.229906-05:00,compiled,2026-09-09T10:24:17.229893-05:00,ocds-dgv273-seacev3-1227337,2026-09-09T10:24:17.229911-05:00,tender,PE-CONSUCODE-1908,UNIVERSIDAD NACIONAL SAN AGUSTIN,Fondos Públicos,"MEJORAMIENTO Y AMPLIACIÓN DE LOS SERVICIOS DE CTI PARA FORTALECER EL SISTEMA NACIONAL DE CIENCIA, TECNOLOGÍA E INNOVACIÓN",2522559,1227337,CONV-PROC-19-2026-UNSA-1,"COMPRA DE UNA LAPTOP DE ALTA POTENCIA DE PROCESAMIENTO-Proyecto ""FORTALECIMIENTO DE LABORATORIOS XR BIM [FAB] LAB- PE501085342-2024- PROCIENCIA -BM""",PE-CONSUCODE-1908,UNIVERSIDAD NACIONAL SAN AGUSTIN,2026-06-19T19:29:00-05:00,Convenio,goods,goods,15490.68,PEN,Soles,15490.68,2026-06-19T00:00:00-05:00,2026-06-19T00:00:00-05:00,,,,8,False,2026-06,añoInicioConvocatoria;mesInicioConvocatoria,open,,,
ocds-dgv273-seacev3-1228739,ocds-dgv273-seacev3-1228739-2026-09-09T10:24:17.144290-05:00,compiled,2026-09-09T10:24:17.144277-05:00,ocds-dgv273-seacev3-1228739,2026-09-09T10:24:17.144295-05:00,tender,PE-CONSUCODE-1603,MUNICIPALIDAD PROVINCIAL DE HUANCABAMBA,Fondos Públicos,"CONSTRUCCION DE INFRAESTRUCTURA DEPORTIVA; EN EL(LA) CAMPO DEPORTIVO DEL CENTRO POBLADO CASHACOTO EN EL CENTRO POBLADO CASHACOTO, DISTRITO DE SONDOR, PROVINCIA HUANCABAMBA, DEPARTAMENTO PIURA",2719201,1228739,LP-ABR-9-2026-MPH-CS-1,"CONTRATACIÓN PARA LA EJECUCIÓN DE LA OBRA: CONSTRUCCION DE INFRAESTRUCTURA DEPORTIVA; EN EL(LA) CAMPO DEPORTIVO DEL CENTRO POBLADO CASHACOTO EN EL CENTRO POBLADO CASHACOTO, DISTRITO DE SONDOR, PROVINCIA HUANCABAMBA, DEPARTAMENTO PIURA. CUI N° 2719201",PE-CONSUCODE-1603,MUNICIPALIDAD PROVINCIAL DE HUANCABAMBA,2026-06-25T15:26:00-05:00,Licitación Pública Abreviada,works,works,782178.09,PEN,Soles,782178.09,2026-06-25T00:00:00-05:00,2026-06-25T00:00:00-05:00,2026-06-26T00:01:00-05:00,2026-07-01T23:59:00-05:00,5,8,False,2026-06,añoInicioConvocatoria;mesInicioConvocatoria,,782178.09,PEN,Soles
ocds-dgv273-seacev3-2026-200190-95,ocds-dgv273-seacev3-2026-200190-95-2026-09-09T10:24:17.033801-05:00,compiled,2026-09-09T10:24:17.033787-05:00,ocds-dgv273-seacev3-2026-200190-95,2026-09-09T10:24:17.033806-05:00,tender,PE-CONSUCODE-200190,EMPRESA DE SERVICIO PUBLICO DE ELECTRICIDAD DEL NOR OESTE DEL PERU S.A. ELECTRO NOR OESTE SA,Fondos Públicos,,,1226100,LP-SM-5-2026-ELECTRONOROESTE SA (ENOSA)-1,ADQUISICIÓN DE EQUIPOS DE POTENCIA PARA LA UNIDAD DE MANTENIMIENTO DE TRANSMISIÓN DE ELECTRONOROESTE S.A.,PE-CONSUCODE-200190,EMPRESA DE SERVICIO PUBLICO DE ELECTRICIDAD DEL NOR OESTE DEL PERU S.A. ELECTRO NOR OESTE SA,2026-06-17T11:25:00-05:00,Licitación Pública,goods,goods,675121.0,PEN,Soles,675121.0,2026-06-17T00:00:00-05:00,2026-06-17T00:00:00-05:00,2026-06-18T00:01:00-05:00,2026-06-26T23:59:00-05:00,8,8,False,2026-06,añoInicioConvocatoria;mesInicioConvocatoria,open,,,
